year,mm,dd,hh,min,ss.s,L,latit,longit,depth,err(km),mag,tm,CAT,Io,Area,ST,Localities,(source) comments
2017,10,18,06,28,22.00,,-6.860,-72.940,  0.0,30, 4.0,0,"I",,,"AM","Peru-Brazil Brdr Rg","(mb-magSC3)"
2017,10,27,09,18,52.00,,-15.740,-58.860,  0.0,55, 2.9,1,"I",,,"MT","Figueiropolis d'Oeste","(RSBR-USP)"
2017,11,03,20,22,29.00,,-21.240,-44.860,  0.0,0, 2.7,1,"I",,,"MG","Minas Gerais","(RSVL-USP) suspected quake"
2017,11,06,15,36,26.00,,-23.380,-45.590,  5.0,10, 2.7,1,"I",,,"SP","Paraibuna","(RSBR-USP)"
2017,11,06,18,03,39.00,,-21.080,-44.620,  0.0,0, 2.5,1,"I",,,"MG","Minas Gerais","(RSVL-USP) suspected quake"
2017,11,07,14,31,48.00,,-19.560,-44.120,  0.0,0, 2.5,1,"I",,,"MG","Minas Gerais","(RSVL-USP) suspected quake"
2017,11,08,15,39,42.00,,-16.210,-60.120,  0.0,30, 3.3,1,"I",,,"MT","divisa Bolivia","(RSBR-USP)"
2017,12,03,07,03,28.00,,-10.740,-47.620,  0.0,10, 2.6,1,"I",,,"TO","Tocantins","(UnB; Carvalho etal.2020)"
2017,12,08,14,19,45.00,,-6.250,-72.950, 10.0,30, 4.3,0,"I",,,"AC","Peru-Brazil Brdr Rg","(mb-magSC3) SC3 mR=4.1"
2017,12,28,16,05,29.00,,-13.670,-53.620,  0.0,45, 2.9,1,"I",,,"MT","Gaúcha do Norte","(RSBR-USP)"
2018,01,05,15,50,52.00,,-0.480,-60.480,  0.0,2, 2.8,1,"I",,,"RR","RORAINÓPOLIS","(UnB)"
2018,01,15,14,04,31.00,,-19.770,-45.080,  0.0,20, 2.8,1,"I","4",,"MG","Leandro Ferreira","(RSBR-USP; Sentiu-Aí)"
2018,01,16,13,20,47.00,,-15.590,-56.260,  0.0,10, 2.8,1,"I",,,"MT","Varzea Grande","(RSBR-USP)"
2018,01,20,12,09,23.00,,-13.900,-49.970,  0.0,38, 2.9,1,"I",,,"GO","Bonopolis","(RSBR-USP)"
2018,01,24,22,53,23.00,,-5.750,-50.530,  0.0,15, 3.2,1,"I",,,"PA","Carajás","(UnB; Carvalho etal.2020)"
2018,01,25,01,27,20.00,,-17.060,-38.860,  0.0,15, 3.1,1,"I",,,"BA","Prado","(RSBR-USP)"
2018,01,27,10,58,56.00,,+2.990,-51.120,  0.0,5, 2.8,1,"I",,,"AP","CALÇOENE","(UnB)"
2018,01,30,10,08,15.00,,-0.180,-60.300,  0.0,3, 2.7,1,"I",,,"RR","RORAINÓPOLIS","(UnB)"
2018,01,31,10,24,00.00,,-16.740,-54.900,  0.0,20, 3.4,1,"I","3",,"MT","Rondonopolis","(RSBR-USP) felt Buriti"
2018,02,13,04,51,05.00,,-12.230,-48.440,  0.0,20, 3.0,1,"I",,,"TO","Tocantins","(UnB; Carvalho etal.2020)"
2018,02,22,12,00,24.00,,-4.250,-48.660,  0.0,2, 2.8,1,"I",,,"PA","RONDON DO PARÁ","(UnB)"
2018,02,25,02,26,25.00,,-20.120,-47.220,  0.0,10, 3.0,1,"I","4",2.400000,"SP","Rifaina","(RSBR-USP; Sentiu-Aí)"
2018,03,08,20,50,44.00,,-15.930,-56.020,  0.0,2, 2.6,1,"I",,,"MT","STO ANTÔNIO LEVERGER","(UnB)"
2018,03,09,16,55,16.00,,-24.530,-46.880,  0.0,25, 2.6,1,"I",,,"SP","Peruibe","(RSBR-USP)"
2018,03,11,09,05,45.00,,-13.480,-55.510,  0.0,15, 3.3,1,"I",,,"MT","Sta. Rita do Trivelato","(RSBR-USP)"
2018,03,13,03,06,53.00,,-21.230,-46.380,  0.0,25, 2.6,1,"I","4",,"MG","Monte Belo","(RSBR-USP; Sentiu-Aí)"
2018,03,15,20,48,57.00,,-11.040,-48.600,  0.0,40, 3.0,1,"I",,,"TO","Brejinho de Nazare","(RSBR-USP)"
2018,03,21,18,46,14.00,,-2.420,-44.350,  0.0,30, 3.2,1,"I",,,"MA","Alcântara","(UnB)"
2018,04,04,21,23,45.00,,-12.570,-56.080,  0.0,20, 2.8,1,"I",,,"MT","Sorriso","(RSBR-USP)"
2018,04,06,15,19,27.00,,-17.410,-55.290,  0.0,10, 2.5,1,"I",,,"MS","Sonora","(RSBR-USP)"
2018,04,11,23,32,18.00,,-16.160,-60.920,  0.0,8, 3.0,5,"I",,,"MT","V. BELA SANT. TRINDADE","(UnB)"
2018,04,12,03,56,34.00,,-17.350,-47.440,  0.0,10, 2.8,1,"I",,,"GO","divisa GO-MG","(UnB; Carvalho etal.2020)"
2018,04,13,12,28,48.00,,-27.820,-47.750, 10.0,5, 3.7,1,"I","4",40.000000,"SC","Margem Continental","(RSBR-USP Sentiu-Aí) felt Florianopolis Itajaí"
2018,04,19,16,47,58.00,,-9.500,-71.610, 10.0,30, 4.7,0,"I",,,"PU","Peru-Brazil Border","(mb-magSC3)SC3 mR=4.2"
2018,04,20,00,12,36.00,,-9.810,-71.780,  0.0,30, 4.3,0,"I",,,"PU","Peru-Brazil Border","(mb-magSC3)SC3 mR=4.0"
2018,04,26,19,12,19.00,,-5.750,-50.550,  0.0,70, 3.3,1,"I",,,"PA","Parauapebas","(RSBR-USP)Provável detonação Carajás"
2018,05,08,20,54,44.00,,-9.690,-55.070,  0.0,30, 2.6,5,"I",,,"MT","GUARANTÃ DO NORTE","(UnB)"
2018,05,13,21,02,44.00,,-23.000,-42.290,  0.0,20, 2.6,1,"I","4",,"RJ","Araruama","(RSBR-USP; Sentiu-Aí)"
2018,05,24,00,08,42.00,,-3.780,-39.880,  0.0,30, 2.5,1,"I","2",,"CE","Irauçuba","(RSBR-USP; Sentiu-Aí)"
2018,05,25,21,16,33.00,,-24.770,-48.050,  0.0,15, 2.8,1,"I","4",,"SP","Cajati","(RSBR-USP; Sentiu-Aí)"
2018,05,26,13,45,40.00,,-13.740,-49.070,  0.0,10, 2.6,1,"I",,,"GO","Goiás","(UnB; Carvalho etal.2020)"
2018,05,28,15,41,16.00,,-1.190,-60.550,  0.0,20, 4.1,1,"I",,,"AM","Presidente Figueiredo","(ISC RSBR; mR 4.0 UnB 4.2 USP)"
2018,06,27,01,17,45.00,,-16.200,-55.920,  0.0,10, 3.1,1,"I",,,"MT","Barao de Melgaço","(MR-magSC3; USP UnB)"
2018,07,03,01,25,12.00,,-15.320,-51.010,  0.0,40, 2.5,1,"I",,,"GO","Goiás","(UnB; Carvalho etal.2020)"
2018,07,05,21,37,58.00,,-4.670,-56.170,  0.0,3, 2.6,1,"I",,,"PA","TRAIRÃO","(UnB)"
2018,07,16,00,56,27.00,,-17.850,-53.970,  0.0,2, 2.8,1,"I",,,"MT","ALTO ARAGUAIA","(UnB)"
2018,07,18,08,04,36.00,,-7.480,-64.940,  0.0,3, 3.1,1,"I",,,"AM","LÁBREA","(UnB)"
2018,07,18,09,55,08.00,,-2.880,-49.620,  0.0,2, 2.7,1,"I",,,"PA","BAIÃO","(UnB)"
2018,07,24,05,16,15.00,,-3.730,-49.930,  0.0,2, 2.9,1,"I",,,"PA","TUCURUÍ","(UnB)"
2018,07,26,04,04,21.00,,-21.930,-50.510,  0.0,15, 2.9,1,"I","4",,"SP","Tupã","(RSBR-USP; Sentiu-Aí)"
2018,08,06,09,53,48.00,,-12.470,-57.010,  0.0,2, 2.6,1,"I",,,"MT","ITANHANGÁ","(UnB)"
2018,08,08,05,08,54.00,,-22.950,-44.010,  0.0,15, 2.5,1,"I",,,"RJ","Mangaratiba","(RSBR-USP)"
2018,08,15,14,54,32.00,,-15.040,-51.180,  0.0,15, 3.1,1,"I",,,"GO","Aruanã","(RSBR-USP)"
2018,08,20,10,15,32.00,,-16.400,-40.720,  0.0,15, 3.3,1,"I","4",,"MG","Rubim","(RSBR-USP; Sentiu-Aí)"
2018,09,03,21,09,28.00,,-15.240,-59.310,  0.0,5, 2.6,1,"I",,,"MT","Pontes e Lacerda","(RSBR-USP)"
2018,09,08,05,23,54.00,,-24.210,-41.800,  0.0,40, 2.7,1,"I",,,"SP","Plataf. Continental","(RSBR-USP)"
2018,09,11,05,57,19.00,,-10.560,-52.360,  0.0,30, 2.5,1,"I",,,"MT","S. José Xingu","(RSBR-USP)"
2018,09,14,06,08,24.00,,-12.490,-48.920,  0.0,40, 3.0,1,"I",,,"TO","Alvorada","(RSBR-USP)"
2018,09,14,13,58,05.00,,-25.890,-56.990,  0.0,10, 2.8,1,"I",,,"PY","Paraguay","(RSBR-USP)"
2018,09,18,19,20,26.00,,-3.350,-40.760,  0.0,3, 3.2,1,"I",,,"CE","URUOCA","(UnB)"
2018,09,21,20,12,44.00,,-10.530,-37.420,  0.0,10, 2.5,1,"I",,,"SE","Ribeiropolis","(RSBR-USP)"
2018,09,22,21,42,02.00,,-7.190,-55.350,  0.0,5, 3.2,1,"I",,,"PA","Novo Progresso","(RSBR-USP)"
2018,09,22,22,37,03.00,,-1.520,-50.950,  0.0,55, 2.9,1,"I",,,"PA","Melgaco","(RSBR-USP)"
2018,10,09,01,34,07.00,,-15.410,-54.440,  0.0,22, 3.2,1,"I",,,"MT","Primavera do Leste","(RSBR-USP)"
2018,10,15,13,02,38.00,,-18.860,-44.750,  0.0,20, 2.5,1,"I",,,"MG","Felixlandia","(RSBR-USP)"
2018,10,17,18,47,14.00,,-14.300,-49.590,  0.0,43, 2.9,1,"I",,,"GO","Campos Verdes","(RSBR-USP)"
2018,10,27,02,24,21.00,,-0.770,-60.000,  0.0,3, 2.8,1,"I",,,"AM","PRESIDENTE FIGUEIREDO","(UnB)"
2018,10,27,06,36,57.00,,-12.960,-39.610,  0.0,10, 3.2,1,"I","4",,"BA","Amargosa","(RSBR-USP; Sentiu-Aí)"
2018,11,02,23,17,27.00,,-0.850,-58.760,  0.0,40, 2.9,1,"I",,,"PA","Oriximina","(RSBR-USP)"
2018,11,06,00,38,34.00,,-24.600,-44.210,  0.0,30, 3.3,1,"I",,,"SP","Plataforma Continental","(RSBR-USP)"
2018,11,07,14,59,03.00,,-20.900,-43.810,  0.0,0, 2.5,1,"I",,,"MG","Minas Gerais","(RSVL-USP) suspected quake"
2018,11,14,05,49,19.00,,-21.210,-44.490,  0.0,0, 2.7,1,"I",,,"MG","Minas Gerais","(RSVL-USP) suspected quake"
2018,11,15,22,11,46.00,,-11.560,-56.770,  0.0,70, 2.6,1,"I",,,"MT","N. Horizonte do Norte","(RSBR-USP)"
2018,11,21,20,08,28.00,,-21.100,-44.560,  0.0,0, 2.6,1,"I",,,"MG","Minas Gerais","(RSVL-USP) suspected quake"
2018,11,22,08,37,15.00,,-32.690,-58.980,  0.0,10, 3.8,1,"I",,,"AR","NE Argentina","(RSBR-USP)"
2018,11,28,21,36,19.00,,-11.680,-56.700,  0.0,70, 2.8,1,"I",,,"MT","N. Horizonte do Norte","(RSBR-USP)"
2018,11,30,13,27,41.00,,-34.830,-58.370,  0.0,20, 3.5,5,"I","4",10.000000,"AR","Buenos Aires","(ISC; Venerdini et al.2020) Mw=3.5"
2018,11,30,20,05,18.00,,-22.620,-43.240,  0.0,6, 3.0,1,"I",,,"RJ","Petrópolis","(RSBR-USP)"
2018,12,03,21,36,25.00,,-7.510,-74.150,  0.0,30, 4.2,0,"I",,,"PU","Peru-Brazil Border","(mb-magSC3)SC3 mR=3.9"
2018,12,04,04,39,53.00,,-13.250,-45.960,  0.0,2, 2.8,1,"I",,,"GO","SÃO DOMINGOS","(UnB)"
2018,12,14,16,53,43.00,,-10.040,-37.100,  0.0,10, 2.7,1,"I",,2.800000,"SE","Nossa Sra. de Lourdes","(RSBR-USP)"
2018,12,19,23,54,15.00,,-15.330,-56.000,  0.0,2, 3.2,1,"I",,,"MT","CUIABÁ","(UnB)"
2018,12,20,00,49,20.00,,-24.440,-49.910,  0.0,15, 2.8,1,"I","4",,"PR","Piraí do Sul","(RSBR-USP; Sentiu-Aí)"
2018,12,23,11,58,20.00,,-13.640,-50.240,  0.0,45, 2.6,1,"I",,,"GO","S. Miguel do Araguaia","(RSBR-USP)"
2019,01,09,08,55,52.00,,-10.530,-37.450,  0.0,15, 2.7,1,"I","3",,"SE","Ribeirópolis;Malhador?","(RSBR-USP) (UFRN;USP;g1.globo.com)"
2019,01,10,11,05,18.00,,-25.320,-44.810,  0.0,35, 3.1,1,"I",,,"SP","Plataf. Continental","(RSBR-USP)Divisa SP/PR"
2019,01,11,15,18,49.00,,-15.100,-60.880,  0.0,30, 3.2,1,"I",,,"MT","E Bolívia","(USP)"
2019,01,14,10,11,45.00,,-5.530,-50.980,  0.0,3, 2.8,1,"I",,,"PA","SÃO FÉLIX DO XINGU","(UnB)"
2019,01,21,09,01,30.00,,-15.390,-44.870,  0.0,10, 3.0,1,"I",,,"MG","Bonito de Minas","(RSBR-USP)"
2019,01,28,04,14,18.00,,-13.600,-48.780, 10.0,2, 3.3,5,"I",,,"GO","TROMBAS","(UnB)"
2019,01,28,04,49,43.00,,-20.550,-41.200,  0.0,2, 2.7,5,"I",,,"ES","CASTELO","(UnB)"
2019,01,28,14,05,23.00,,-16.630,-39.770,  0.0,1, 2.5,1,"I","5",,"BA","Guaratinga","(RSBR-USP; Sentiu Aí)"
2019,01,31,08,22,35.00,,-24.770,-48.120,  0.0,20, 2.7,1,"I","4",,"SP","Cajati","(RSBR-USP; Sentiu Aí)"
2019,02,07,18,26,47.00,,-21.200,-48.150,  0.0,6, 2.5,1,"I",,,"SP","Barrinha","(RSBR-USP)"
2019,02,14,19,46,11.00,,-22.930,-47.680,  0.0,11, 2.8,1,"I",,,"SP","Saltinho","(RSBR-USP)"
2019,02,25,14,44,04.00,,-5.850,-50.610,  0.0,2, 3.3,1,"I",,,"PA","PARAUAPEBAS","(UnB)"
2019,02,26,23,11,44.00,,-5.850,-50.610,  0.0,2, 3.2,1,"I",,,"PA","PARAUAPEBAS","(UnB)"
2019,02,27,12,52,49.00,,-5.850,-50.580,  0.0,2, 3.6,1,"I",,,"PA","PARAUAPEBAS","(UnB)"
2019,03,06,04,22,31.00,,-5.860,-50.630,  0.0,81, 3.3,1,"I",,,"PA","Parauapebas","(RSBR-USP)"
2019,03,10,04,48,22.00,,-12.550,-58.000,  0.0,25, 2.7,1,"I",,,"MT","Brasnorte","(RSBR-USP)"
2019,03,12,16,09,30.00,,-7.040,-55.300,  0.0,1, 2.7,1,"I",,,"PA","Novo Progresso","(RSBR-USP)"
2019,03,18,02,17,49.00,,-10.020,-36.780,  0.0,20, 2.5,1,"I","4",,"AL","Olho dAgua Grande","(RSBR-USP)Feira Grande (UFRN;USP;Arapiraca.7segundos.com.br)"
2019,03,18,18,02,17.00,,-10.020,-36.780,  0.0,20, 2.5,1,"I",,,"AL","Olho dAgua Grande","(RSBR-USP) (USP)"
2019,03,20,10,32,37.00,,-5.180,-39.420,  0.0,20, 2.9,1,"I",,,"CE","Quixeramobim","(RSBR-USP)"
2019,03,23,19,18,38.00,,-5.170,-39.410,  0.0,20, 2.5,1,"I",,,"CE","Quixeramobim","(RSBR-USP)"
2019,03,28,01,12,11.00,,-18.260,-45.260,  0.0,20, 2.6,1,"I",,,"MG","Tres Marias","(RSBR-USP)"
2019,03,30,11,08,06.00,,-5.100,-39.450,  0.0,20, 3.2,1,"I",,,"CE","Quixeramobim","(RSBR-USP)"
2019,04,12,07,54,49.00,,-6.690,-74.040, 10.0,30, 4.3,0,"I",,,"PU","Peru-Brazil Border","(mb-magSC3)SC3 mR=4.2"
2019,04,14,03,54,11.00,,-5.450,-49.970,  0.0,13, 3.2,1,"I",,,"PA","Parauapebas","(RSBR-USP)"
2019,04,18,08,11,41.00,,+4.060,-60.130,  0.0,28, 4.0,1,"I",,,"RR","Uiramuta","(RSBR-USP)"
2019,04,19,02,30,31.00,,-5.050,-39.500,  0.0,20, 3.4,1,"I","5",,"CE","Quixeramobim","(RSBR-USP; Sentiu Aí)"
2019,04,23,05,40,02.00,,+1.580,-55.500,  0.0,85, 3.0,1,"I",,,"PA","Oriximina","(RSBR-USP)"
2019,04,23,07,38,09.00,,-25.200,-49.290,  0.0,40, 2.5,5,"I",,,"PR","Rio Branco do Sul","(RSBR-USP; Sentiu Aí)"
2019,04,27,23,53,53.00,,+1.580,-55.500,  0.0,85, 2.6,1,"I",,,"PA","Oriximina","(RSBR-USP)"
2019,04,29,08,07,38.00,,+1.490,-55.570,  0.0,5, 2.9,1,"I",,,"PA","Parque Tumucumaque","(UnB)"
2019,05,01,06,29,39.00,,-5.850,-50.610,  0.0,10, 3.1,1,"I",,,"PA","Carajás","(RSVL-USP) felt"
2019,05,14,06,38,03.00,,-13.150,-49.330,  0.0,37, 2.6,1,"I",,,"GO","Novo Planalto","(RSBR-USP)"
2019,05,17,02,28,48.00,,+1.360,-60.570,  0.0,17, 3.6,1,"I",,,"RR","Rorainópolis","(RSBR-USP)"
2019,05,20,19,46,34.00,,-20.340,-46.960,  0.0,10, 3.9,1,"I","4-5",30.000000,"MG","Delfinopolis","(RSBR-USP; Sentiu Aí) prof.>5 km  Af PRELIMINAR"
2019,05,21,10,26,44.00,,+7.650,-59.030,  0.0,18, 4.1,1,"I",,,"GY","Guyana","(RSBR-USP)"
2019,05,24,14,40,42.00,,-15.150,-50.820,  0.0,90, 3.0,1,"I",,,"GO","Araguapaz","(RSBR-USP)"
2019,05,24,15,37,58.00,,-15.080,-50.870,  0.0,90, 3.2,1,"I",,,"GO","Araguapaz","(RSBR-USP)"
2019,05,24,15,38,00.00,,-15.070,-50.830,  0.0,2, 3.0,1,"I",,,"GO","ARAGUAPAZ","(UnB)"
2019,05,27,04,21,34.00,,+1.470,-55.650,  0.0,60, 2.8,1,"I",,,"PA","Oriximina","(RSBR-USP)"
2019,05,28,21,00,19.00,,+1.430,-55.670,  0.0,60, 3.1,1,"I",,,"PA","Oriximina","(RSBR-USP)"
2019,06,06,22,55,31.00,,-13.860,-44.760,  0.0,2, 2.9,1,"I",,,"BA","JABORANDI","(UnB)"
2019,06,11,08,05,00.00,,-5.760,-50.500,  0.0,0, 2.8,1,"I",,,"PA","Carajás","(RSVL-USP) felt RSVL MR 2.6 IAG MR 3.1"
2019,06,16,05,56,44.00,,-14.510,-50.970,  0.0,70, 2.7,1,"I",,,"GO","Aruanã","(RSBR-USP)"
2019,06,17,22,08,19.00,,-18.500,-39.010,  0.0,27, 3.8,1,"I",,,"ES","Conceição da Barra","(RSBR-USP)"
2019,06,18,09,28,19.00,,-11.680,-57.640,  0.0,15, 2.5,1,"I",,,"MT","Juara","(RSBR-USP)"
2019,07,04,10,53,04.00,,-12.910,-60.730,  0.0,10, 2.5,1,"I",,,"RO","Chupinguaia","(RSBR-USP)"
2019,07,13,12,56,20.00,,-5.480,-35.820,  0.0,6, 2.6,1,"I",,,"RN","Joao Camara","(RSBR-USP)"
2019,07,14,19,29,59.00,,-4.280,-55.350,  0.0,7, 2.6,1,"I",,,"PA","Ruropolis","(RSBR-USP)"
2019,07,17,07,47,07.00,,+2.750,-59.720,  0.0,15, 3.3,1,"I",,,"GY","Guyana","(RSBR-USP)"
2019,07,18,01,05,58.00,,-14.800,-50.530,  0.0,26, 2.5,1,"I",,,"GO","Mozarlandia","(RSBR-USP)"
2019,07,24,05,46,03.00,,-5.070,-39.510,  0.0,20, 2.7,1,"I","2",,"CE","Quixeramobim","(RSBR-USP)"
2019,07,26,00,44,35.00,,-5.040,-39.570,  0.0,20, 3.1,1,"I","2-3",,"CE","Quixeramobim","(RSBR-USP)"
2019,07,30,20,57,01.00,,-7.140,-55.500,  0.0,3, 2.6,1,"I",,,"PA","Novo Progresso","(RSBR-USP)"
2019,07,31,06,10,50.00,,-7.120,-70.450,  0.0,63, 3.7,1,"I",,,"AM","Envira","(RSBR-USP)"
2019,08,02,03,31,13.00,,-5.840,-50.630,  0.0,15, 3.0,1,"I",,,"PA","Parauapebas","(RSBR-USP)"
2019,08,03,15,57,16.00,,-19.930,-43.120,  0.0,28, 2.6,1,"I",,,"MG","Rio Piracicaba","(RSBR-USP)"
2019,08,04,06,43,24.00,,-6.360,-72.470,  0.0,30, 4.0,0,"I",,,"AM","W. Brazil Cruz.do Sul","(mb-magSC3)SC3 mR=3.5"
2019,08,05,13,10,03.00,,-5.140,-65.060,  0.0,70, 3.6,1,"I",,,"AM","Urucu","(RSBR-USP)"
2019,08,08,23,28,27.00,,-11.280,-48.380,  0.0,42, 3.1,1,"I","4",,"TO","Ipueiras","(RSBR-USP; Sentiu Aí)"
2019,08,09,07,39,01.00,,-15.310,-56.050,  0.0,2, 2.7,1,"I",,,"MT","CUIABÁ","(UnB)"
2019,08,11,15,52,40.00,,-2.780,-50.220,  0.0,7, 2.9,1,"I",,,"PA","PORTEL","(UnB)"
2019,08,30,01,47,31.00,,-10.140,-59.290,  0.0,48, 2.8,1,"I",,,"MT","Aripuanã","(RSBR-USP)"
2019,09,05,03,37,04.00,,-5.700,-37.510,  0.0,27, 2.8,1,"I",,,"RN","Caraubas","(RSBR-USP)"
2019,09,05,05,43,57.00,,-11.620,-57.620,  0.0,12, 2.5,1,"I","2",,"MT","Juara","(RSBR-USP)"
2019,09,05,22,23,15.00,,+0.650,-60.110,  0.0,40, 3.2,1,"I",,,"RR","Rorainopolis","(RSBR-USP)"
2019,09,13,17,29,56.00,,-12.730,-45.600,  0.0,80, 3.6,1,"I",,,"BA","São Desidério","(RSBR-USP) Epic.80km SW/S.Desidério"
2019,09,13,22,46,41.00,,-2.960,-44.740,  0.0,50, 3.2,1,"I","3",,"MA","Bequimão/Sao J.Batista","(RSBR-USP)"
2019,09,19,21,49,21.00,,-21.050,-43.590,  0.0,18, 2.5,1,"I","3",,"MG","Senhora dos Remédios","(RSBR-USP; Sentiu Aí)"
2019,09,26,18,58,59.00,,-16.460,-43.050,  0.0,31, 2.6,5,"I",,,"MG","Grão Mogol","(SC3: mag=ML-0.5)"
2019,09,29,15,50,52.00,,-7.070,-72.810,  0.0,20, 3.9,1,"I",,,"AM","Cruzeiro do Sul","(RSBR-USP)"
2019,10,05,06,26,22.00,,+0.190,-61.340,  0.0,40, 2.6,1,"I",,,"RR","Rorainopolis","(RSBR-USP)"
2019,10,07,12,28,16.00,,-16.970,-54.360,  0.0,13, 3.2,1,"I",,,"MT","Itiquira","(RSBR-USP)"
2019,10,14,01,47,35.00,,-4.800,-41.180,  0.0,2, 2.7,1,"I",,,"CE","PORANGA","(UnB)"
2019,11,03,16,15,06.00,,-5.840,-50.630,  0.0,0, 3.4,1,"I",,,"PA","Carajás","(RSVL-USP) suspected quake"
2019,11,04,10,43,30.00,,-20.690,-45.730,  0.0,16, 2.8,1,"I",,,"MG","Formiga","(RSBR-USP)"
2019,11,09,07,30,24.00,,-13.010,-39.590,  0.0,30, 3.3,1,"I","4",,"BA","Amargosa","(RSBR-USP; Sentiu Aí)"
2019,11,10,19,52,03.00,,-5.720,-50.520,  0.0,0, 2.9,1,"I",,,"PA","Carajás","(RSVL-USP) suspected quake"
2019,11,12,10,40,38.00,,-12.460,-57.190,  0.0,50, 3.3,1,"I",,,"MT","Nova Maringa","(RSBR-USP)"
2019,11,15,02,50,52.00,,-9.260,-60.500,  0.0,60, 2.8,1,"I",,,"MT","Colniza","(RSBR-USP)"
2019,11,17,01,46,39.00,,-5.850,-50.550,  0.0,13, 3.3,1,"I",,,"PA","Parauapebas","(RSBR-USP)"
2019,11,21,21,38,55.00,,-13.860,-44.790,  0.0,25, 3.0,1,"I",,,"BA","Cocos","(RSBR-USP)"
2019,11,25,23,27,26.00,,-20.427,-43.887,  0.6,1, 3.5,1,"I","4",,"MG","Fábrica Congonhas","(USP;VALE;Tetratech; Sentiu Aí)"
2019,11,26,11,22,35.00,,+1.810,-61.130,  0.0,14, 2.8,5,"I","4",,"RR","Caracarai","(RSBR-USP)"
2019,11,26,19,42,08.00,,+0.880,-59.840,  0.0,30, 3.8,1,"I","4-5",,"RR","Sao Joao da Baliza","(RSBR-USP)"
2019,12,01,19,12,24.00,,-6.440,-50.120,  0.0,0, 3.1,1,"I",,,"PA","Carajás","(RSVL-USP) suspected quake"
2019,12,03,15,08,35.00,,-23.440,-50.770,  0.0,18, 2.9,1,"I","4",,"PR","S. SebastiaoDaAmoreira","(RSBR-USP; Sentiu Aí)"
2019,12,03,21,04,39.00,,-3.270,-44.090,  0.0,2, 3.2,1,"I",,,"PI","ITAPECURU MIRIM","(UnB)"
2019,12,05,15,48,50.00,,-11.620,-56.840,  0.0,70, 2.5,1,"I",,,"MT","N. Horizonte do Norte","(RSBR-USP)"
2019,12,05,23,48,36.00,,-18.990,-44.730,  0.0,20, 2.7,1,"I",,,"MG","Felixlandia","(RSBR-USP)"
2019,12,07,12,18,54.00,,-24.750,-44.250,  0.0,30, 2.9,1,"I",,,"SP","Margem Continental","(RSBR-USP)"
2019,12,09,05,35,51.00,,+0.070,-60.290,  0.0,40, 3.0,1,"I",,,"RR","Rorainopolis","(RSBR-USP)"
2019,12,09,05,37,07.00,,+0.060,-60.280,  0.0,40, 3.9,1,"I",,,"RR","Rorainopolis","(RSBR-USP)"
2019,12,10,11,06,21.00,,-5.390,-65.820,  0.0,40, 3.4,1,"I",,,"AM","Western Brazil","(RSBR-USP)"
2019,12,15,15,56,59.00,,-6.450,-50.120,  0.0,0, 3.1,1,"I",,,"PA","Carajás","(RSVL-USP) suspected quake"
2019,12,27,03,16,40.00,,-19.070,-47.610,  0.0,10, 3.0,1,"I",,,"MG","Nova Ponte","(RSBR-USP)"
2019,12,29,12,19,30.00,,-10.720,-62.170,  0.0,90, 3.0,1,"I",,,"RO","Ouro Preto do Oeste","(RSBR-USP)"
2019,12,29,15,12,35.00,,-6.460,-50.140,  0.0,0, 2.8,1,"I",,,"PA","Carajás","(RSVL-USP) suspected quake"
2019,12,29,20,28,52.00,,-6.480,-50.130,  0.0,0, 2.7,1,"I",,,"PA","Carajás","(RSVL-USP) suspected quake"
2020,01,14,23,19,00.00,,-24.490,-43.970,  0.0,32, 2.7,1,"I",,,"RJ","Plataf. Cont. Parati","(RSBR-USP)"
2020,01,17,07,59,03.00,,-11.630,-56.710,  0.0,70, 2.9,1,"I",,,"MT","Novo HorizonteDoNorte","(RSBR-USP)"
2020,01,20,10,17,30.00,,-16.210,-55.990,  0.0,7, 3.0,1,"I",,,"MT","Barão de Melgaço","(RSBR-USP)"
2020,01,20,21,04,25.00,,-19.130,-47.680,  0.0,21, 2.5,1,"I",,,"MG","Nova Ponte","(RSBR-USP)"
2020,01,22,22,18,09.00,,-19.580,-44.010,  0.0,22, 2.8,1,"I","1",,"MG","Pedro Leopoldo","(RSBR-USP)"
2020,01,26,19,35,16.00,,-6.420,-50.080,  0.0,0, 2.6,1,"I",,,"PA","Carajás","(RSVL-USP) suspected quake"
2020,02,16,19,01,42.00,,-6.430,-50.120,  0.0,0, 3.1,1,"I",,,"PA","Carajás","(RSVL-USP) suspected quake"
2020,03,01,20,30,53.00,,-6.420,-50.120,  0.0,0, 3.2,1,"I",,,"PA","Carajás","(RSVL-USP) suspected quake"
2020,03,10,20,03,04.00,,-5.840,-50.620,  0.0,0, 3.0,1,"I",,,"PA","Carajás","(RSVL-USP) felt"
2020,03,14,12,25,14.00,,-19.430,-48.110,  0.0,30, 2.7,1,"I",,,"MG","Verissimo","(RSBR-USP)"
2020,03,15,18,33,37.00,,+0.550,-68.880,  0.0,34, 4.5,0,"I",,,"AM","Western Brazil","(mb-magSC3)"
2020,03,25,11,30,39.00,,-24.560,-41.930,  0.0,42, 3.7,1,"I",,,"SP","Plataforma Continental","(RSBR-USP)"
2020,03,27,12,47,26.00,,-18.870,-44.740,  0.0,25, 3.0,1,"I",,,"MG","Felixlândia","(RSBR-USP)"
